학제,학교명,지역,설립,재적학생수
대학부설대학원,울산대학교자동차선박기술대학원,울산,사립,73 
대학부설대학원,원광대학교 대학원,전북,사립,1047 
대학부설대학원,원광대학교 교육대학원,전북,사립,281 
대학부설대학원,원광대학교 경영대학원,전북,사립,21 
대학부설대학원,원광대학교 행정대학원,전북,사립,54 
대학부설대학원,원광대학교 동양학대학원,전북,사립,188 
대학부설대학원,원광대학교 한의학전문대학원,전북,사립,52 
대학부설대학원,원광대학교 법학전문대학원,전북,사립,197 
대학부설대학원,원광대학교 보건·보완의학대학원,전북,사립,109 
대학부설대학원,원광대학교 식품산업기술대학원,전북,사립,6 
대학부설대학원,위덕대학교 대학원,경북,사립,98 
대학부설대학원,위덕대학교 경영대학원,경북,사립,31 
대학부설대학원,위덕대학교 교육대학원,경북,사립,79 
대학부설대학원,위덕대학교 불교대학원,경북,사립,43 
대학부설대학원,위덕대학교 사회복지대학원,경북,사립,68 
대학부설대학원,을지대학교일반대학원,대전,사립,206 
대학부설대학원,을지대학교보건대학원,대전,사립,46 
대학부설대학원,을지대학교임상간호대학원,대전,사립,33 
대학부설대학원,이화여자대학교 대학원,서울,사립,3256 
대학부설대학원,이화여자대학교 교육대학원,서울,사립,1072 
대학부설대학원,이화여자대학교 국제대학원,서울,사립,185 
대학부설대학원,이화여자대학교 디자인대학원,서울,사립,313 
대학부설대학원,이화여자대학교 사회복지대학원,서울,사립,129 
대학부설대학원,이화여자대학교 신학대학원,서울,사립,77 
대학부설대학원,이화여자대학교 정책과학대학원,서울,사립,114 
대학부설대학원,이화여자대학교 통역번역대학원,서울,사립,277 
대학부설대학원,이화여자대학교 임상보건과학대학원,서울,사립,176 
대학부설대학원,이화여자대학교 공연예술대학원,서울,사립,187 
대학부설대학원,이화여자대학교 임상치의학대학원,서울,사립,77 
대학부설대학원,이화여자대학교 경영전문대학원,서울,사립,115 
대학부설대학원,이화여자대학교 법학전문대학원,서울,사립,345 
대학부설대학원,이화여자대학교 사회복지전문대학원,서울,사립,2 
대학부설대학원,이화여자대학교 의학전문대학원,서울,사립,331 
대학부설대학원,이화여자대학교 외국어교육특수대학원,서울,사립,191 
대학부설대학원,인제대학교 일반대학원,경남,사립,879 
대학부설대학원,인제대학교 경영대학원,경남,사립,38 
대학부설대학원,인제대학교 교육대학원,경남,사립,309 
대학부설대학원,인제대학교 보건대학원,부산,사립,145 
대학부설대학원,인제대학교 사회복지대학원,경남,사립,97 
대학부설대학원,인천가톨릭대학교 일반대학원,인천,사립,23 
대학부설대학원,인천가톨릭대학교대학원,인천,사립,62 
대학부설대학원,인하대학교대학원,인천,사립,2136 
대학부설대학원,인하대학교경영대학원,인천,사립,190 
대학부설대학원,인하대학교교육대학원,인천,사립,472 
대학부설대학원,인하대학교정책대학원,인천,사립,94 
대학부설대학원,인하대학교 공학대학원,인천,사립,207 
대학부설대학원,인하대학교 법학전문대학원,인천,사립,164 
대학부설대학원,인하대학교 의학전문대학원,인천,사립,205 
대학부설대학원,인하대학교 물류전문대학원,인천,사립,175 
대학부설대학원,장로회신학대학교 일반대학원,서울,사립,337 
대학부설대학원,장로회신학대학교 교육대학원,서울,사립,97 
대학부설대학원,장로회신학대학교 교회음악대학원,서울,사립,42 
대학부설대학원,장로회신학대학교 세계선교대학원,서울,사립,55 
대학부설대학원,장로회신학대학교 신학대학원,서울,사립,999 
대학부설대학원,장로회신학대학교 목회전문대학원,서울,사립,239 
대학부설대학원,전주대학교 일반대학원,전북,사립,420 
대학부설대학원,전주대학교 경영대학원,전북,사립,55 
대학부설대학원,전주대학교 교육대학원,전북,사립,272 
대학부설대학원,전주대학교 선교신학대학원,전북,사립,92 
대학부설대학원,전주대학교 행정대학원,전북,사립,60 
대학부설대학원,전주대학교 문화산업대학원,전북,사립,83 
대학부설대학원,전주대학교 대체의학대학원,전북,사립,31 
대학부설대학원,전주대학교 상담심리대학원,전북,사립,104 
대학부설대학원,조선대학교대학원,광주,사립,1329 
대학부설대학원,조선대학교경영대학원,광주,사립,66 
대학부설대학원,조선대학교교육대학원,광주,사립,518 
대학부설대학원,조선대학교디자인대학원,광주,사립,32 
대학부설대학원,조선대학교 보건대학원,광주,사립,83 
대학부설대학원,조선대학교 임상약학대학원,광주,사립,34 
대학부설대학원,조선대학교정책대학원,광주,사립,175 
대학부설대학원,조선대학교 의학전문대학원,광주,사립,525 
대학부설대학원,조선대학교 치의학전문대학원,광주,사립,328 
대학부설대학원,조선대학교 산업기술융합대학원,광주,사립,70 
대학부설대학원,중부대학교일반대학원,충남,사립,149 
대학부설대학원,중부대학교교육대학원,충남,사립,254 
대학부설대학원,중부대학교원격대학원,충남,사립,952 
대학부설대학원,중부대학교인문산업대학원,충남,사립,218 
대학부설대학원,중앙대학교 대학원,서울,사립,3312 
대학부설대학원,중앙대학교 건설대학원,서울,사립,179 
대학부설대학원,중앙대학교 교육대학원,서울,사립,660 
대학부설대학원,중앙대학교 국제대학원,서울,사립,126 
대학부설대학원,중앙대학교 사회개발대학원,서울,사립,169 
대학부설대학원,중앙대학교 사회복지대학원,서울,사립,36 
대학부설대학원,중앙대학교 신문방송대학원,서울,사립,260 
대학부설대학원,중앙대학교 예술대학원,서울,사립,383 
대학부설대학원,중앙대학교 행정대학원,서울,사립,137 
대학부설대학원,중앙대학교 의약식품대학원,서울,사립,137 
대학부설대학원,중앙대학교 첨단영상대학원,서울,사립,279 
대학부설대학원,중앙대학교 경영전문대학원,서울,사립,175 
대학부설대학원,중앙대학교 법학전문대학원,서울,사립,172 
대학부설대학원,중앙대학교 글로벌대학원,서울,사립,9 
대학부설대학원,중앙대학교 국악교육대학원,경기,사립,47 
대학부설대학원,중앙대학교 의학전문대학원,서울,사립,138 
대학부설대학원,중앙대학교 글로벌인적자원개발대학원,서울,사립,180 
대학부설대학원,중앙대학교 산업창업경영대학원,경기,사립,208 
대학부설대학원,중앙대학교 건강간호대학원,서울,사립,97 
대학부설대학원,중앙대학교 심리서비스대학원,서울,사립,28 
대학부설대학원,중앙승가대학교대학원,경기,사립,79 
대학부설대학원,백석대학교 교육대학원,서울,사립,262 
대학부설대학원,백석대학교 신학대학원,서울,사립,1050 
대학부설대학원,백석대학교 상담대학원,서울,사립,501 
대학부설대학원,백석대학교 음악대학원,서울,사립,207 
대학부설대학원,백석대학교 보건복지대학원,서울,사립,183 
대학부설대학원,백석대학교 기독교전문대학원,서울,사립,469 
대학부설대학원,백석대학교 실천신학대학원,서울,사립,61 
대학부설대학원,청주대학교일반대학원,충북,사립,319 
대학부설대학원,청주대학교산업경영대학원,충북,사립,24 
대학부설대학원,청주대학교 사회복지행정대학원,충북,사립,58 
대학부설대학원,청주대학교 보건의료대학원,충북,사립,22 
대학부설대학원,총신대학교일반대학원,서울,사립,237 
대학부설대학원,총신대학교교육대학원,서울,사립,300 
대학부설대학원,총신대학교교회음악대학원,서울,사립,34 
대학부설대학원,총신대학교목회신학대학원,서울,사립,97 
대학부설대학원,총신대학교기독교사회복지대학원,서울,사립,70 
대학부설대학원,총신대학교선교대학원,서울,사립,117 
대학부설대학원,총신대학교신학대학원,경기,사립,1331 
대학부설대학원,총신대학교상담대학원,서울,사립,102 
대학부설대학원,추계예술대학교 일반대학원,서울,사립,105 
대학부설대학원,추계예술대학교 교육대학원,서울,사립,37 
대학부설대학원,추계예술대학교 문화예술경영대학원,서울,사립,79 
대학부설대학원,침례신학대학교대학원,대전,사립,74 
대학부설대학원,침례신학대학교교회음악대학원,대전,사립,55 
대학부설대학원,침례신학대학교 선교대학원,대전,사립,21 
대학부설대학원,침례신학대학교신학대학원,대전,사립,544 
대학부설대학원,침례신학대학교목회신학대학원,대전,사립,145 
대학부설대학원,침례신학대학교 상담복지대학원,대전,사립,61 
대학부설대학원,칼빈대학교대학원,경기,사립,79 
대학부설대학원,칼빈신학대학원,경기,사립,158 
대학부설대학원,평택대학교 일반대학원,경기,사립,130 
대학부설대학원,평택대학교 사회복지대학원,경기,사립,66 
대학부설대학원,평택대학교 상담대학원,경기,사립,239 
대학부설대학원,평택대학교 물류·정보대학원,경기,사립,22 
대학부설대학원,평택대학교 피어선신학전문대학원,경기,사립,140 
대학부설대학원,평택대학교 물류·문화·정보대학원,경기,사립,26 
대학부설대학원,차의과학대학교 대학원,경기,사립,334 
대학부설대학원,차의과학대학교 임상약학대학원,경기,사립,8 
대학부설대학원,차의과학대학교 통합의학대학원,경기,사립,92 
대학부설대학원,차의과학대학교 보건복지대학원,경기,사립,45 
대학부설대학원,차의과학대학교 의학전문대학원,경기,사립,162 
대학부설대학원,차의과학대학교 미술치료대학원,경기,사립,117 
대학부설대학원,포항공과대학교 대학원,경북,사립,1619 
대학부설대학원,포항공과대학교 철강대학원,경북,사립,81 
대학부설대학원,포항공과대학교 엔지니어링대학원,경북,사립,58 
대학부설대학원,한국기술교육대학교 대학원,충남,사립,289 
대학부설대학원,한국기술교육대학교 IT융합과학경영산업대학원,충남,사립,111 
대학부설대학원,한국기술교육대학교테크노인력개발전문대학원,충남,사립,123 
대학부설대학원,한국성서대학교대학원,서울,사립,20 
대학부설대학원,한국성서대학교사회복지대학원,서울,사립,26 
대학부설대학원,한국성서대학교신학대학원,서울,사립,115 
대학부설대학원,한국성서대학교보육대학원,서울,사립,44 
대학부설대학원,한국외국어대학교 일반대학원,서울,사립,1231 
대학부설대학원,한국외국어대학교 경영대학원,서울,사립,527 
대학부설대학원,한국외국어대학교 교육대학원,서울,사립,661 
대학부설대학원,한국외국어대학교 국제지역대학원,서울,사립,425 
대학부설대학원,한국외국어대학교 TESOL 대학원,서울,사립,148 
대학부설대학원,한국외국어대학교 법학전문대학원,서울,사립,163 
대학부설대학원,한국외국어대학교 정치행정언론대학원,서울,사립,148 
대학부설대학원,한국외국어대학교 통번역대학원,서울,사립,418 
대학부설대학원,한국항공대학교대학원,경기,사립,364 
대학부설대학원,한국항공대학교 항공·경영대학원,경기,사립,211 
대학부설대학원,한남대학교대학원,대전,사립,654 
대학부설대학원,한남대학교 경영대학원,대전,사립,56 
대학부설대학원,한남대학교교육대학원,대전,사립,200 
대학부설대학원,한남대학교학제신학대학원,대전,사립,50 
대학부설대학원,한남대학교 국방전략대학원,대전,사립,26 
대학부설대학원,한남대학교 사회문화·행정복지대학원,대전,사립,173 
대학부설대학원,한동대학교 일반대학원,경북,사립,71 
대학부설대학원,한동대학교 교육대학원,경북,사립,39 
대학부설대학원,한동대학교 국제경영대학원,경북,사립,1 
대학부설대학원,한동대학교 통역번역대학원,경북,사립,30 
대학부설대학원,한동대학교상담대학원,경북,사립,80 
대학부설대학원,한동대학교 국제법률대학원,경북,사립,167 
대학부설대학원,한동대학교 국제개발협력대학원,경북,사립,32 
대학부설대학원,한라대학교정보산업대학원,강원,사립,44 
대학부설대학원,한림대학교대학원,강원,사립,546 
대학부설대학원,한림대학교경영대학원,강원,사립,9 
대학부설대학원,한림대학교사회복지대학원,강원,사립,115 
대학부설대학원,한림대학교 간호대학원,강원,사립,40 
대학부설대학원,한림대학교 임상치의학대학원,강원,사립,21 
대학부설대학원,한림대학교 보건과학대학원,강원,사립,119 
대학부설대학원,한서대학교대학원,충남,사립,298 
대학부설대학원,한서대학교교육대학원,충남,사립,44 
대학부설대학원,한서대학교 정보산업대학원,충남,사립,4 
대학부설대학원,한서대학교건강증진대학원,충남,사립,58 
대학부설대학원,한서대학교 국제예술디자인대학원,충남,사립,85 
대학부설대학원,한서대학교 항공정보산업대학원,충남,사립,32 
대학부설대학원,한성대학교일반대학원,서울,사립,313 
대학부설대학원,한성대학교경영대학원,서울,사립,88 
대학부설대학원,한성대학교교육대학원,서울,사립,81 
대학부설대학원,한성대학교예술대학원,서울,사립,50 
대학부설대학원,한성대학교행정대학원,서울,사립,86 
대학부설대학원,한성대학교부동산대학원,서울,사립,39 
대학부설대학원,한성대학교 지식서비스&컨설팅대학원,서울,사립,110 
대학부설대학원,한성대학교 국방과학대학원,서울,사립,111 
대학부설대학원,한세대학교 대학원,경기,사립,353 
대학부설대학원,한세대학교 사회복지대학원,경기,사립,39 
대학부설대학원,한세대학교 심리상담대학원,경기,사립,120 
대학부설대학원,한세대학교 피아노페다고지대학원,경기,사립,30 
대학부설대학원,한세대학교 치료상담대학원,경기,사립,3 
대학부설대학원,한세대학교 영산신학대학원,경기,사립,389 
대학부설대학원,한세대학교 친환경디자인대학원,경기,사립,1 
대학부설대학원,한세대학교 경찰법무·경영대학원,경기,사립,44 
대학부설대학원,한세대학교 스포츠경영대학원,경기,사립,15 
대학부설대학원,한신대학교대학원,경기,사립,197 
대학부설대학원,한신대학교교육대학원,경기,사립,80 
대학부설대학원,한신대학교문예창작대학원,경기,사립,1 
대학부설대학원,한신대학교신학대학원,서울,사립,187 
대학부설대학원,한신대학교사회복지실천대학원,경기,사립,1 
대학부설대학원,한신대학교 스포츠재활과학대학원,경기,사립,1 
대학부설대학원,한신대학교 정신분석대학원,경기,사립,71 
대학부설대학원,한신대학교 사회혁신경영대학원,서울,사립,20 
대학부설대학원,한양대학교 대학원,경기,사립,1178 
대학부설대학원,한양대학교대학원,서울,사립,4469 
대학부설대학원,한양대학교 공공정책대학원,서울,사립,280 
대학부설대학원,한양대학교교육대학원,서울,사립,474 
대학부설대학원,한양대학교국제학대학원,서울,사립,117 
대학부설대학원,한양대학교 기업경영대학원,경기,사립,111 
대학부설대학원,한양대학교도시대학원,서울,사립,98 
대학부설대학원,한양대학교언론정보대학원,서울,사립,150 
대학부설대학원,한양대학교국제관광대학원,서울,사립,156 
대학부설대학원,한양대학교 예술디자인대학원,경기,사립,112 
대학부설대학원,한양대학교 문화산업대학원,경기,사립,54 
대학부설대학원,한양대학교 경영전문대학원,서울,사립,456 
대학부설대학원,한양대학교공학대학원,서울,사립,732 
대학부설대학원,한양대학교 법학전문대학원,서울,사립,341 
대학부설대학원,한양대학교 의학전문대학원,서울,사립,169 
대학부설대학원,한양대학교 임상간호정보대학원,서울,사립,167 
대학부설대학원,한양대학교 기술경영전문대학원,서울,사립,111 
대학부설대학원,한양대학교 의생명공학전문대학원,서울,사립,82 
대학부설대학원,한양대학교 부동산융합대학원,서울,사립,174 
대학부설대학원,한양대학교 공학기술대학원,경기,사립,61 
대학부설대학원,한영신학대학교일반대학원,서울,사립,164 
대학부설대학원,한영신학대학교신학대학원,서울,사립,110 
대학부설대학원,한영신학대학교통역대학원,서울,사립,27 
대학부설대학원,한영신학대학교상담복지대학원,서울,사립,137 
대학부설대학원,한일장신대학교 일반대학원,전북,사립,124 
대학부설대학원,한일장신대학교기독교사회복지대학원,전북,사립,54 
대학부설대학원,한일장신대학교신학대학원,전북,사립,156 
대학부설대학원,한일장신대학교아태국제신학대학원,전북,사립,13 
대학부설대학원,한일장신대학교NGO정책대학원,전북,사립,8 
대학부설대학원,한일장신대학교 심리치료대학원,전북,사립,40 
대학부설대학원,협성대학교일반대학원,경기,사립,180 
대학부설대학원,협성대학교교육대학원,경기,사립,56 
대학부설대학원,협성대학교사회복지대학원,경기,사립,51 
대학부설대학원,협성대학교신학대학원,경기,사립,221 
대학부설대학원,협성대학교 예술대학원,경기,사립,28 
대학부설대학원,호남대학교 일반대학원,광주,사립,353 
대학부설대학원,호남대학교 교육대학원,광주,사립,89 
대학부설대학원,호남대학교 산업경영대학원,광주,사립,109 
대학부설대학원,호남대학교 복지행정대학원,광주,사립,164 
대학부설대학원,호남신학대학교대학원,광주,사립,96 
대학부설대학원,호남신학대학교교회음악대학원,광주,사립,46 
대학부설대학원,호남신학대학교신학대학원,광주,사립,382 
대학부설대학원,호남신학대학교기독교상담대학원,광주,사립,66 
대학부설대학원,호서대학교 대학원,충남,사립,546 
대학부설대학원,호서대학교 경영대학원,충남,사립,74 
대학부설대학원,호서대학교 교육대학원,충남,사립,56 
대학부설대학원,호서대학교 스포츠과학대학원,충남,사립,50 
대학부설대학원,호서대학교 연합신학전문대학원,충남,사립,137 
대학부설대학원,호서대학교 글로벌창업대학원,서울,사립,69 
대학부설대학원,호서대학교 문화복지상담대학원,충남,사립,158 
대학부설대학원,호서대학교 벤처대학원,서울,사립,264 
대학부설대학원,홍익대학교 대학원,서울,사립,1981 
대학부설대학원,홍익대학교 건축도시대학원,서울,사립,262 
대학부설대학원,홍익대학교 경영대학원,서울,사립,294 
대학부설대학원,홍익대학교 광고홍보대학원,서울,사립,222 
대학부설대학원,홍익대학교 교육대학원,서울,사립,155 
대학부설대학원,홍익대학교 미술대학원,서울,사립,445 
대학부설대학원,홍익대학교 공연예술대학원,서울,사립,169 
대학부설대학원,홍익대학교 영상대학원,서울,사립,259 
대학부설대학원,홍익대학교 국제디자인전문대학원,서울,사립,216 
대학부설대학원,홍익대학교 스마트도시 과학경영대학원,충남,사립,43 
대학부설대학원,홍익대학교 디자인콘텐츠대학원,서울,사립,627 
대학부설대학원,홍익대학교 세종캠퍼스 문화정보정책대학원,세종,사립,90 
대학부설대학원,꽃동네대학교 사회복지대학원,충북,사립,100 
대학부설대학원,남부대학교 일반대학원,광주,사립,127 
대학부설대학원,남부대학교 교육대학원,광주,사립,167 
대학부설대학원,남부대학교 보건경영대학원,광주,사립,133 
대학부설대학원,예원예술대학교 문화예술대학원,전북,사립,35 
대학부설대학원,예원예술대학교 문화예술대학원,경기,사립,25 
대학부설대학원,예원예술대학교 사회복지대학원,전북,사립,42 
대학부설대학원,예원예술대학교 문화ㆍ영상창업대학원,전북,사립,32 
대학부설대학원,한중대학교 일반대학원,강원,사립,25 
대학부설대학원,한중대학교 경영행정대학원,강원,사립,80 
대학부설대학원,부산장신대학교일반대학원,경남,사립,15 
대학부설대학원,부산장신대학교신학대학원,경남,사립,209 
대학부설대학원,부산장신대학교 성경주해대학원,경남,사립,10 
대학부설대학원,부산장신대학교 상담및심리치료대학원,경남,사립,17 
대학부설대학원,금강대학교 일반대학원,충남,사립,27 
대학부설대학원,예수대학교 일반대학원,전북,사립,8 
대학부설대학원,한국국제대학교 산업대학원,경남,사립,2 
대학부설대학원,한국국제대학교 보건복지대학원,경남,사립,1 
대학부설대학원,광주대학교 일반대학원,광주,사립,385 
대학부설대학원,광주대학교언론홍보대학원,광주,사립,7 
대학부설대학원,광주대학교사회복지전문대학원,광주,사립,95 
대학부설대학원,광주대학교 보건상담정책대학원,광주,사립,105 
대학부설대학원,동명대학교 일반대학원,부산,사립,205 
대학부설대학원,동명대학교 복지산업대학원,부산,사립,94 
대학부설대학원,영산대학교 일반대학원,경남,사립,5 
대학부설대학원,영산대학교 일반대학원,부산,사립,73 
대학부설대학원,영산대학교 관광대학원,부산,사립,49 
대학부설대학원,영산대학교 부동산대학원,부산,사립,61 
대학부설대학원,영산대학교 미용예술대학원,부산,사립,61 
대학부설대학원,영산대학교 공과대학원,경남,사립,12 
대학부설대학원,영산대학교 법무·경영대학원,부산,사립,85 
대학부설대학원,대전신학대학교 일반대학원,대전,사립,14 
대학부설대학원,대전신학대학교 신학대학원,대전,사립,91 
대학부설대학원,중원대학교 일반대학원,충북,사립,59 
대학부설대학원,중원대학교 문화예술대학원,충북,사립,8 
대학부설대학원,중원대학교 사회과학대학원,충북,사립,25 
대학부설대학원,중원대학교 평생학습대학원,충북,사립,15 
대학부설대학원,우송대학교 일반대학원,대전,사립,131 
대학부설대학원,우송대학교 경영대학원,대전,사립,44 
대학부설대학원,우송대학교 보건복지대학원,대전,사립,70 
대학부설대학원,우송대학교 TESOLㆍMALL대학원,대전,사립,34 
대학부설대학원,우송대학교 철도대학원,대전,사립,117 
대학부설대학원,우송대학교 솔브릿지국제경영대학원,대전,사립,64 
대학부설대학원,우송대학교 Culture-Technology융합대학원,대전,사립,28 
대학부설대학원,우송대학교 Hospitality-Culinary대학원,대전,사립,64 
대학부설대학원,김천대학교 상담·신학대학원,경북,사립,1 
대학부설대학원,김천대학교 상담·신학·경영대학원,경북,사립,41 
대학부설대학원,한려대학교 일반대학원,전남,사립,4 
대학부설대학원,한려대학교 경영행정대학원,전남,사립,12 
대학부설대학원,한려대학교 보건대학원,전남,사립,22 
대학부설대학원,한려대학교 사회복지대학원,전남,사립,24 
대학부설대학원,경운대학교 일반대학원,경북,사립,80 
대학부설대학원,경운대학교 사회복지대학원,경북,사립,32 
대학부설대학원,경운대학교 산업정보대학원,경북,사립,39 
대학부설대학원,남서울대학교 일반대학원,충남,사립,240 
대학부설대학원,남서울대학교 특수대학원,충남,사립,181 
대학부설대학원,초당대학교 일반대학원,전남,사립,50 
대학부설대학원,초당대학교 산업대학원,전남,사립,158 
대학부설대학원,한국산업기술대학교 일반대학원,경기,사립,101 
대학부설대학원,한국산업기술대학교 산업기술경영대학원,경기,사립,209 
대학부설대학원,한국산업기술대학교 지식기반기술·에너지대학원,경기,사립,77 
대학부설대학원,제주국제대학교 교육대학원,제주,사립,37 
대학부설대학원,제주국제대학교 글로벌제주학융합대학원,제주,사립,85 
대학부설대학원,제주국제대학교 사회복지임상치료대학원,제주,사립,68 
대학부설대학원,신한대학교 보건대학원,경기,사립,36 
대학부설대학원,신한대학교 지식복지대학원,경기,사립,64 
대학부설대학원,신한대학교 생활문화대학원,경기,사립,20 
대학부설대학원,울산과학기술대학교 일반대학원,울산,국립대법인,952 
대학부설대학원,울산과학기술대학교 기술경영대학원,울산,국립대법인,37 
대학부설대학원,공주교육대학교교육대학원,충남,국립,797 
대학부설대학원,광주교육대학교교육대학원,광주,국립,964 
대학부설대학원,대구교육대학교교육대학원,대구,국립,1130 
대학부설대학원,부산교육대학교교육대학원,부산,국립,1170 
대학부설대학원,서울교육대학교 교육대학원,서울,국립,112 
대학부설대학원,서울교육대학교 교육전문대학원,서울,국립,1504 
대학부설대학원,경인교육대학교 교육전문대학원,인천,국립,2141 
대학부설대학원,전주교육대학교교육대학원,전북,국립,356 
대학부설대학원,진주교육대학교교육대학원,경남,국립,481 
대학부설대학원,청주교육대학교교육대학원,충북,국립,534 
대학부설대학원,춘천교육대학교교육대학원,강원,국립,715 
대학부설대학원,한밭대학교산업대학원,대전,국립,43 
대학부설대학원,한밭대학교정보통신전문대학원,대전,국립,17 
대학부설대학원,한밭대학교 창업경영대학원,대전,국립,28 
대학부설대학원,서울과학기술대학교산업대학원,서울,국립,106 
대학부설대학원,서울과학기술대학교주택대학원,서울,국립,25 
대학부설대학원,서울과학기술대학교철도전문대학원,서울,국립,13 
대학부설대학원,서울산업대학교IT디자인대학원,서울,국립,4 
대학부설대학원,서울과학기술대학교IT정책전문대학원,서울,국립,10 
대학부설대학원,서울과학기술대학교에너지환경대학원,서울,국립,6 
대학부설대학원,서울과학기술대학교 NID융합기술대학원,서울,국립,31 
대학부설대학원,한경대학교 공공정책대학원,경기,국립,1 
대학부설대학원,한경대학교산업대학원,경기,국립,1 
대학부설대학원,한경대학교 국제개발협력대학원,경기,국립,1 
대학부설대학원,한경대학교 미래융합기술대학원,경기,국립,2 
대학부설대학원,진주산업대학교 산업대학원,경남,국립,7 
대학부설대학원,진주산업대학교 벤처창업대학원,경남,국립,4 
대학부설대학원,한국교통대학교산업대학원,충북,국립,2 
대학부설대학원,한국교통대학교경영행정외국어대학원,충북,국립,3 
대학부설대학원,한국산업기술대학교 산업기술경영대학원,경기,사립,1 
대학부설대학원,한국방송통신대학교 경영대학원,서울,국립,234 
대학부설대학원,한국방송통신대학교 대학원,서울,국립,2388 
대학부설대학원,초당대학교산업대학원,전남,사립,14 
대학부설대학원,청운대학교 산업기술경영대학원,충남,사립,115 
대학부설대학원,경운대학교 산업정보대학원,경북,사립,1 
대학부설대학원,경희사이버대학교 호텔관광대학원,서울,사립,114 
대학부설대학원,경희사이버대학교 문화창조대학원,서울,사립,212 
대학부설대학원,대구사이버대학교 휴먼케어대학원,경북,사립,115 
대학부설대학원,부산디지털대학교 휴먼서비스대학원,부산,사립,88 
대학부설대학원,서울사이버대학교 상담심리대학원,서울,사립,236 
대학부설대학원,서울사이버대학교 휴먼서비스대학원,서울,사립,169 
대학부설대학원,세종사이버대학교  대학원,서울,사립,132 
대학부설대학원,원광디지털대학교 웰빙문화대학원,전북,사립,132 
대학부설대학원,고려사이버대학교 융합정보대학원,서울,사립,57 
대학부설대학원,한양사이버대학교 경영대학원,서울,사립,326 
대학부설대학원,한양사이버대학교 교육정보대학원,서울,사립,82 
대학부설대학원,한양사이버대학교 디자인대학원,서울,사립,46 
대학부설대학원,한양사이버대학교 부동산대학원,서울,사립,70 
대학부설대학원,한양사이버대학교 휴먼서비스대학원,서울,사립,284 
대학부설대학원,사이버한국외국어대학교 TESOL 대학원,서울,사립,137 
대학부설대학원,한국과학기술원 일반대학원,대전,특별법법인,6962 
대학부설대학원,광주과학기술원 일반대학원,광주,특별법법인,1167 
대학부설대학원,대구경북과학기술원 일반대학원,대구,특별법법인,321 
대학부설대학원,한국전통문화대학교 일반대학원,충남,특별법국립,35 
대학부설대학원,한국전통문화대학교 문화유산융합대학원,충남,특별법국립,76 
